# docs/Project58/asserts.tsv — every string count operand NOT proven non-negative by construction,
# with the exact IR assert that discharges it at runtime.  Emit it immediately BEFORE the statement
# (same block; the count expression is evaluated in the statement's own context, IR.md 5.8).
# tier: base-class = a varying read (count = length word at A, data at A+1); cond = non-negative iff the
#       named length word(s) are; guard = proven by a dominating guard (no assert NEEDED, listed for completeness);
#       unknown = the tool could not decide (arithmetic / opaque / interprocedural); the assert still discharges it;
#       invariant (a005) = proven by dataflow: the count is a frame slot's length word (or C - it) and every writer of
#       that slot in the routine keeps it in [0, C] (literal assignments, the clamped append min(len+k, C)); no assert NEEDED;
#       derived (a004) = built from base-class length words by +, x, min/max: covered by the ROOT site's assert(s)
#       named in the root column (block:stmt role), which dominate it with the length word unchanged between.
# pc	block	stmt	op	routine	role	class	tier	needed	root	assert
7015C0AD	7015C0A3	0	WCMP	QUEST	s1/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s1-ac1 @7015C0AD")
7015E2C3	7015E286	18	WCMV	ATTACK.2@7015E1F1	src/ac1	expr	derived	no	7015E286:13 src/ac1	assert(((sx16(M16[((sx16(M16[(M32[wp(ac3, -0x6)] + 7)]) * 0xC) - 0xFFFFD9A)]) + 0x17)) >=s 0, "P58 derived src-ac1 @7015E2C3")
7015E7B1	7015E78E	13	WCMV	ATTACK.2@7015E1F1	dst/ac0	lenload-expr	derived	no	7015E78E:13 src/ac1	assert((sx16(M16[((M32[(M32[wp(ac3, -0x6)] + 0xE)] * 0xC) - 0xFFFFD9A)])) >=s 0, "P58 derived dst-ac0 @7015E7B1")
7015E7B1	7015E78E	13	WCMV	ATTACK.2@7015E1F1	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((M32[(M32[wp(ac3, -0x6)] + 0xE)] * 0xC) - 0xFFFFD9A)])) >=s 0, "P58 base-class src-ac1 @7015E7B1")
7015E7BA	7015E78E	15	WCMV	ATTACK.2@7015E1F1	dst/ac0	expr	derived	no	7015E78E:13 src/ac1	assert(((sx16(M16[((M32[(M32[wp(ac3, -0x6)] + 0xE)] * 0xC) - 0xFFFFD9A)]) + 0x42)) >=s 0, "P58 derived dst-ac0 @7015E7BA")
7015E7BA	7015E78E	15	WCMV	ATTACK.2@7015E1F1	src/ac1	expr	derived	no	7015E78E:13 src/ac1	assert(((sx16(M16[((M32[(M32[wp(ac3, -0x6)] + 0xE)] * 0xC) - 0xFFFFD9A)]) + 0x42)) >=s 0, "P58 derived src-ac1 @7015E7BA")
7015E7CB	7015E78E	18	WCMV	ATTACK.2@7015E1F1	dst/ac0	expr	derived	no	7015E78E:13 src/ac1	assert(((sx16(M16[((M32[(M32[wp(ac3, -0x6)] + 0xE)] * 0xC) - 0xFFFFD9A)]) + 0x49)) >=s 0, "P58 derived dst-ac0 @7015E7CB")
7015E7CB	7015E78E	18	WCMV	ATTACK.2@7015E1F1	src/ac1	expr	derived	no	7015E78E:13 src/ac1	assert(((sx16(M16[((M32[(M32[wp(ac3, -0x6)] + 0xE)] * 0xC) - 0xFFFFD9A)]) + 0x49)) >=s 0, "P58 derived src-ac1 @7015E7CB")
7015E976	7015E95E	8	WCMV	ATTACK.3@7015E84A	dst/ac0	lenload-expr	derived	no	7015E95E:8 src/ac1	assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 derived dst-ac0 @7015E976")
7015E976	7015E95E	8	WCMV	ATTACK.3@7015E84A	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 base-class src-ac1 @7015E976")
7015E97F	7015E95E	10	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015E95E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x10)) >=s 0, "P58 derived dst-ac0 @7015E97F")
7015E97F	7015E95E	10	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015E95E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x10)) >=s 0, "P58 derived src-ac1 @7015E97F")
7015E990	7015E95E	13	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015E95E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x29)) >=s 0, "P58 derived dst-ac0 @7015E990")
7015E990	7015E95E	13	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015E95E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x29)) >=s 0, "P58 derived src-ac1 @7015E990")
7015EE28	7015EE10	8	WCMV	ATTACK.3@7015E84A	dst/ac0	lenload-expr	derived	no	7015EE10:8 src/ac1	assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 derived dst-ac0 @7015EE28")
7015EE28	7015EE10	8	WCMV	ATTACK.3@7015E84A	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 base-class src-ac1 @7015EE28")
7015EE31	7015EE10	10	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015EE10:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x10)) >=s 0, "P58 derived dst-ac0 @7015EE31")
7015EE31	7015EE10	10	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015EE10:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x10)) >=s 0, "P58 derived src-ac1 @7015EE31")
7015EE42	7015EE10	13	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015EE10:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x29)) >=s 0, "P58 derived dst-ac0 @7015EE42")
7015EE42	7015EE10	13	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015EE10:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x29)) >=s 0, "P58 derived src-ac1 @7015EE42")
7015EFB0	7015EF98	9	WCMV	ATTACK.3@7015E84A	dst/ac0	lenload-expr	derived	no	7015EF98:9 src/ac1	assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 derived dst-ac0 @7015EFB0")
7015EFB0	7015EF98	9	WCMV	ATTACK.3@7015E84A	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 base-class src-ac1 @7015EFB0")
7015EFB9	7015EF98	11	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015EF98:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x10)) >=s 0, "P58 derived dst-ac0 @7015EFB9")
7015EFB9	7015EF98	11	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015EF98:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x10)) >=s 0, "P58 derived src-ac1 @7015EFB9")
7015EFCA	7015EF98	14	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015EF98:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x29)) >=s 0, "P58 derived dst-ac0 @7015EFCA")
7015EFCA	7015EF98	14	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015EF98:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x29)) >=s 0, "P58 derived src-ac1 @7015EFCA")
7015F292	7015F27A	8	WCMV	ATTACK.3@7015E84A	dst/ac0	lenload-expr	derived	no	7015F27A:8 src/ac1	assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 derived dst-ac0 @7015F292")
7015F292	7015F27A	8	WCMV	ATTACK.3@7015E84A	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 base-class src-ac1 @7015F292")
7015F29B	7015F27A	10	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015F27A:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0xD)) >=s 0, "P58 derived dst-ac0 @7015F29B")
7015F29B	7015F27A	10	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015F27A:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0xD)) >=s 0, "P58 derived src-ac1 @7015F29B")
7015F2AC	7015F27A	13	WCMV	ATTACK.3@7015E84A	dst/ac0	expr	derived	no	7015F27A:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x30)) >=s 0, "P58 derived dst-ac0 @7015F2AC")
7015F2AC	7015F27A	13	WCMV	ATTACK.3@7015E84A	src/ac1	expr	derived	no	7015F27A:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x30)) >=s 0, "P58 derived src-ac1 @7015F2AC")
7015F75E	7015F755	0	WCMV	ATTACK.4@7015F72B	src/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class src-ac1 @7015F75E")
7015F972	7015F90E	25	WCMV	ATTACK.5@7015F8F6	dst/ac0	register	derived	no	7015F90E:25 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7015F972")
7015F972	7015F90E	25	WCMV	ATTACK.5@7015F8F6	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7015F972")
7015F972	7015F90E	31	WCMV	ATTACK.5@7015F8F6	dst/ac0	register	derived	no	7015F90E:25 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7015F972")
7015F972	7015F90E	31	WCMV	ATTACK.5@7015F8F6	src/ac1	register	derived	no	7015F90E:25 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7015F972")
7015F972	7015F90E	42	WCMV	ATTACK.5@7015F8F6	dst/ac0	register	derived	no	7015F90E:25 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7015F972")
7015F972	7015F90E	42	WCMV	ATTACK.5@7015F8F6	src/ac1	register	derived	no	7015F90E:25 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7015F972")
7015F972	7015F90E	50	WCMV	ATTACK.5@7015F8F6	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7015F972")
7015F972	7015F90E	50	WCMV	ATTACK.5@7015F8F6	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @7015F972")
7015F972	7015F90E	56	WCMV	ATTACK.5@7015F8F6	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7015F972")
7015F972	7015F90E	56	WCMV	ATTACK.5@7015F8F6	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @7015F972")
7015F983	7015F90E	62	WCMV	ATTACK.5@7015F8F6	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7015F983")
7015F983	7015F90E	62	WCMV	ATTACK.5@7015F8F6	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7015F983")
7015FF82	7015FF6A	9	WCMV	BACKPACK	dst/ac0	lenload-expr	derived	no	7015FF6A:9 src/ac1	assert((sx16(M16[wp(ac3, 0xC)])) >=s 0, "P58 derived dst-ac0 @7015FF82")
7015FF82	7015FF6A	9	WCMV	BACKPACK	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xC)])) >=s 0, "P58 base-class src-ac1 @7015FF82")
7015FF8B	7015FF6A	11	WCMV	BACKPACK	dst/ac0	expr	derived	no	7015FF6A:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0x1C)) >=s 0, "P58 derived dst-ac0 @7015FF8B")
7015FF8B	7015FF6A	11	WCMV	BACKPACK	src/ac1	expr	derived	no	7015FF6A:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0x1C)) >=s 0, "P58 derived src-ac1 @7015FF8B")
7015FF9C	7015FF6A	14	WCMV	BACKPACK	dst/ac0	expr	derived	no	7015FF6A:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0x3B)) >=s 0, "P58 derived dst-ac0 @7015FF9C")
7015FF9C	7015FF6A	14	WCMV	BACKPACK	src/ac1	expr	derived	no	7015FF6A:9 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0x3B)) >=s 0, "P58 derived src-ac1 @7015FF9C")
701608BD	701608A5	8	WCMV	BARGAIN.1@70160854	dst/ac0	lenload-expr	derived	no	701608A5:8 src/ac1	assert((sx16(M16[wp(ac3, 0xC)])) >=s 0, "P58 derived dst-ac0 @701608BD")
701608BD	701608A5	8	WCMV	BARGAIN.1@70160854	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xC)])) >=s 0, "P58 base-class src-ac1 @701608BD")
701608C6	701608A5	10	WCMV	BARGAIN.1@70160854	dst/ac0	expr	derived	no	701608A5:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0xB)) >=s 0, "P58 derived dst-ac0 @701608C6")
701608C6	701608A5	10	WCMV	BARGAIN.1@70160854	src/ac1	expr	derived	no	701608A5:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0xB)) >=s 0, "P58 derived src-ac1 @701608C6")
701608D7	701608A5	13	WCMV	BARGAIN.1@70160854	dst/ac0	expr	derived	no	701608A5:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0x43)) >=s 0, "P58 derived dst-ac0 @701608D7")
701608D7	701608A5	13	WCMV	BARGAIN.1@70160854	src/ac1	expr	derived	no	701608A5:8 src/ac1	assert(((sx16(M16[wp(ac3, 0xC)]) + 0x43)) >=s 0, "P58 derived src-ac1 @701608D7")
701609CA	701609BB	9	WCMV	BARGAIN.2@70160920	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701609CA")
701609CA	701609BB	9	WCMV	BARGAIN.2@70160920	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @701609CA")
701609E0	701609D1	9	WCMV	BARGAIN.2@70160920	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @701609E0")
701609E0	701609D1	9	WCMV	BARGAIN.2@70160920	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @701609E0")
701609FA	701609E2	9	WCMV	BARGAIN.2@70160920	dst/ac0	lenload-expr	derived	no	701609E2:9 src/ac1	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 derived dst-ac0 @701609FA")
701609FA	701609E2	9	WCMV	BARGAIN.2@70160920	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class src-ac1 @701609FA")
70160A03	701609E2	11	WCMV	BARGAIN.2@70160920	dst/ac0	expr	derived	no	701609E2:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 6)) >=s 0, "P58 derived dst-ac0 @70160A03")
70160A03	701609E2	11	WCMV	BARGAIN.2@70160920	src/ac1	expr	derived	no	701609E2:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 6)) >=s 0, "P58 derived src-ac1 @70160A03")
70160A14	701609E2	14	WCMV	BARGAIN.2@70160920	dst/ac0	expr	derived	no	701609E2:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 0x3E)) >=s 0, "P58 derived dst-ac0 @70160A14")
70160A14	701609E2	14	WCMV	BARGAIN.2@70160920	src/ac1	expr	derived	no	701609E2:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 0x3E)) >=s 0, "P58 derived src-ac1 @70160A14")
70161904	701618F0	6	WCMV	BOAT	dst/ac0	lenload-expr	derived	no	701618F0:6 src/ac1	assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 derived dst-ac0 @70161904")
70161904	701618F0	6	WCMV	BOAT	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x12)])) >=s 0, "P58 base-class src-ac1 @70161904")
7016190F	701618F0	8	WCMV	BOAT	dst/ac0	expr	derived	no	701618F0:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 6)) >=s 0, "P58 derived dst-ac0 @7016190F")
7016190F	701618F0	8	WCMV	BOAT	src/ac1	expr	derived	no	701618F0:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x12)]) + 6)) >=s 0, "P58 derived src-ac1 @7016190F")
701623E0	701623BA	17	WCMV	CAST	dst/ac0	register	derived	no	701623BA:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701623E0")
701623E0	701623BA	17	WCMV	CAST	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701623E0")
701623E0	701623BA	23	WCMV	CAST	dst/ac0	register	derived	no	701623BA:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701623E0")
701623E0	701623BA	23	WCMV	CAST	src/ac1	register	derived	no	701623BA:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701623E0")
701623EE	701623BA	30	WCMV	CAST	dst/ac0	register	derived	no	701623BA:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701623EE")
701623EE	701623BA	30	WCMV	CAST	src/ac1	register	derived	no	701623BA:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701623EE")
7016296A	7016295F	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @7016296A")
70162979	7016296E	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @70162979")
70162988	7016297D	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @70162988")
70162997	7016298C	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @70162997")
701629A6	7016299B	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @701629A6")
701629B7	701629AC	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @701629B7")
701629D1	701629C6	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @701629D1")
701629EB	701629E0	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @701629EB")
70162A05	701629FA	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @70162A05")
70162A1F	70162A14	0	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, -0x6)] + 0x12)])) >=s 0, "P58 base-class s1-ac1 @70162A1F")
70162AAF	70162AA3	8	WCMP	CAST.2@70162930	s1/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class s1-ac1 @70162AAF")
70162AAF	70162AA3	8	WCMP	CAST.2@70162930	s2/ac0	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class s2-ac0 @70162AAF")
70162B53	70162B48	6	WCMP	CAST.2@70162930	s1/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class s1-ac1 @70162B53")
70162B53	70162B48	6	WCMP	CAST.2@70162930	s2/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown s2-ac0 @70162B53")
70162D72	70162D6A	4	WCMP	CAST.3@70162CD6	s1/ac1	register	guard	no		assert((ac1) >=s 0, "P58 guard s1-ac1 @70162D72")
70162D72	70162D6A	4	WCMP	CAST.3@70162CD6	s2/ac0	register	guard	no		assert((ac0) >=s 0, "P58 guard s2-ac0 @70162D72")
701633C4	70163396	20	WCMV	CAST.3@70162CD6	dst/ac0	lenload-expr	derived	no	70163396:20 src/ac1	assert((sx16(M16[((sx16(M16[0x70000216]) * 0x2AE) + M32[0x70000210] + 0x17)])) >=s 0, "P58 derived dst-ac0 @701633C4")
701633C4	70163396	20	WCMV	CAST.3@70162CD6	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[0x70000216]) * 0x2AE) + M32[0x70000210] + 0x17)])) >=s 0, "P58 base-class src-ac1 @701633C4")
701633CD	70163396	22	WCMV	CAST.3@70162CD6	dst/ac0	expr	derived	no	70163396:20 src/ac1	assert(((sx16(M16[((sx16(M16[0x70000216]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 0x19)) >=s 0, "P58 derived dst-ac0 @701633CD")
701633CD	70163396	22	WCMV	CAST.3@70162CD6	src/ac1	expr	derived	no	70163396:20 src/ac1	assert(((sx16(M16[((sx16(M16[0x70000216]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 0x19)) >=s 0, "P58 derived src-ac1 @701633CD")
701633DE	70163396	25	WCMV	CAST.3@70162CD6	dst/ac0	expr	derived	no	70163396:20 src/ac1	assert(((sx16(M16[((sx16(M16[0x70000216]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 0x1C)) >=s 0, "P58 derived dst-ac0 @701633DE")
701633DE	70163396	25	WCMV	CAST.3@70162CD6	src/ac1	expr	derived	no	70163396:20 src/ac1	assert(((sx16(M16[((sx16(M16[0x70000216]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 0x1C)) >=s 0, "P58 derived src-ac1 @701633DE")
70163947	70163930	8	WCMV	CASTLE_INVENTORY	dst/ac0	lenload-expr	derived	no	70163930:8 src/ac1	assert((sx16(M16[wp(ac3, 0x20)])) >=s 0, "P58 derived dst-ac0 @70163947")
70163947	70163930	8	WCMV	CASTLE_INVENTORY	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20)])) >=s 0, "P58 base-class src-ac1 @70163947")
70163950	70163930	10	WCMV	CASTLE_INVENTORY	dst/ac0	expr	derived	no	70163930:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x20)]) + 0x22)) >=s 0, "P58 derived dst-ac0 @70163950")
70163950	70163930	10	WCMV	CASTLE_INVENTORY	src/ac1	expr	derived	no	70163930:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x20)]) + 0x22)) >=s 0, "P58 derived src-ac1 @70163950")
70163961	70163930	13	WCMV	CASTLE_INVENTORY	dst/ac0	expr	derived	no	70163930:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x20)]) + 0x25)) >=s 0, "P58 derived dst-ac0 @70163961")
70163961	70163930	13	WCMV	CASTLE_INVENTORY	src/ac1	expr	derived	no	70163930:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x20)]) + 0x25)) >=s 0, "P58 derived src-ac1 @70163961")
70163D3C	70163D1A	12	WCMV	CASTLE_INVENTORY.1@701639BD	dst/ac0	lenload-expr	derived	no	70163D1A:12 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 9) - 0xFFFFCFB)])) >=s 0, "P58 derived dst-ac0 @70163D3C")
70163D3C	70163D1A	12	WCMV	CASTLE_INVENTORY.1@701639BD	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 9) - 0xFFFFCFB)])) >=s 0, "P58 base-class src-ac1 @70163D3C")
70163D45	70163D1A	14	WCMV	CASTLE_INVENTORY.1@701639BD	dst/ac0	expr	derived	no	70163D1A:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 9) - 0xFFFFCFB)]) + 0x13)) >=s 0, "P58 derived dst-ac0 @70163D45")
70163D45	70163D1A	14	WCMV	CASTLE_INVENTORY.1@701639BD	src/ac1	expr	derived	no	70163D1A:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 9) - 0xFFFFCFB)]) + 0x13)) >=s 0, "P58 derived src-ac1 @70163D45")
70163D56	70163D1A	17	WCMV	CASTLE_INVENTORY.1@701639BD	dst/ac0	expr	derived	no	70163D1A:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 9) - 0xFFFFCFB)]) + 0x15)) >=s 0, "P58 derived dst-ac0 @70163D56")
70163D56	70163D1A	17	WCMV	CASTLE_INVENTORY.1@701639BD	src/ac1	expr	derived	no	70163D1A:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xD)]) * 9) - 0xFFFFCFB)]) + 0x15)) >=s 0, "P58 derived src-ac1 @70163D56")
70164038	70164038	0	WCMV	CAVE_ATTACK	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @70164038")
70164038	70164038	0	WCMV	CAVE_ATTACK	src/ac1	register	derived	no	residue chain	assert((ac1) >=s 0, "P58 derived src-ac1 @70164038")
70164071	70164049	15	WCMV	CAVE_ATTACK	dst/ac0	lenload-expr	derived	no	70164049:15 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)])) >=s 0, "P58 derived dst-ac0 @70164071")
70164071	70164049	15	WCMV	CAVE_ATTACK	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)])) >=s 0, "P58 base-class src-ac1 @70164071")
7016407A	70164049	17	WCMV	CAVE_ATTACK	dst/ac0	expr	derived	no	70164049:15 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)]) + 0x15)) >=s 0, "P58 derived dst-ac0 @7016407A")
7016407A	70164049	17	WCMV	CAVE_ATTACK	src/ac1	expr	derived	no	70164049:15 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)]) + 0x15)) >=s 0, "P58 derived src-ac1 @7016407A")
70164081	70164049	19	WCMV	CAVE_ATTACK	dst/ac0	lenload-expr	derived	no	70164049:19 src/ac1	assert((sx16(M16[wp(ac3, 0x14)])) >=s 0, "P58 derived dst-ac0 @70164081")
70164081	70164049	19	WCMV	CAVE_ATTACK	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x14)])) >=s 0, "P58 base-class src-ac1 @70164081")
7016408A	70164049	21	WCMV	CAVE_ATTACK	dst/ac0	expr	derived	no	70164049:15 src/ac1 & 70164049:19 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 0x14)]) + 0x15)) >=s 0, "P58 derived dst-ac0 @7016408A")
7016408A	70164049	21	WCMV	CAVE_ATTACK	src/ac1	expr	derived	no	70164049:15 src/ac1 & 70164049:19 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 0x14)]) + 0x15)) >=s 0, "P58 derived src-ac1 @7016408A")
7016409B	70164049	24	WCMV	CAVE_ATTACK	dst/ac0	expr	derived	no	70164049:15 src/ac1 & 70164049:19 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 9)]) * 0x10) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 0x14)]) + 0x4A)) >=s 0, "P58 derived dst-ac0 @7016409B")
